Category,Subject,Body
Transfers,"""Our Reference 123456""","""
From: test.ifa@fincorp.com
Sent: 09 November 2020 13:50
To: test.pensions@pensions.com
Subject: Our Reference 123456

Good afternoon

I write with regards to the transfer of the above members plan to the Test IFA.

Before this transfer can take place we require further information regarding the members plan held with yourselves, in order to complete our due diligence checks.

As such I would be grateful if you could confirm the following as appropriate:


  *   Is the plan a Defined Contribution / Money Purchase scheme?

     *   If so, is there a link to a Defined benefit plan, can this fund the main scheme tax free cash?
     *   Is there a Defined benefit underpin? If so what would be the value?

     *   Does the plan have any potential guarantees (i.e. GMP, 92B/Reference Scheme Test Benefits)?
        *   If so, what is the value of these?

Do you require a wet signature on the forms, or can you accept copies?

We would also be grateful if you could confirm to what extent the above answers apply to all members of this scheme who may wish to transfer. Providing this information will ensure we are able to minimise the contact we generate with you and do not contact you unnecessarily with future queries.

Finally, if you could provide the optimal contact details for contact via post, email and telephone, this will ensure work is not duplicated needlessly as it was not originally provided to the most appropriate place.

Please note, for your convenience, I have attached a copy of the client’s signed authority; the original has been sent to you in the post. The password for the attached will follow separately.

Thank you in advance.

Kind regards

DEF

DEF
Test IFA


test.pensions@pensions.com
+91 012345678

10 Test Road,
Test Street,
AA12 123



"""
Transfers,"""Pension transfer out""","""
From: abc.xyz@testmail.com<mailto:abc.xyz@testmail.com>
Sent: 12 November 2020 14:18
To: test.pensions@pensions.com
Subject: RE: Pension transfer out

Good afternoon,

ABC XYZ
10 Test Road,
Test Street,
AA12 123
DoB 01/01/1400

ZZ123123Z
TST12345678
I am planning to transfer my pension out of the scheme, I have been informed that I need to inform you. How do I do this?


ABC

From: abc.xyz@testmail.com<mailto:abc.xyz@testmail.com>
Sent: 12 November 2020 14:05
To: test.pensions@pensions.com
Subject: Pension

Good afternoon,

I am planning to transfer my pension out of the scheme, I have been informed that I need to inform you. How do I do this?

ABC
"""
Transfers,"""*PRE-IDENTIFIED USER SUPPORT REQUEST* G""","""
-----Original Message-----
From: test.pensions@pensions.com
Sent: 09 November 2020 11:33
To: test.pensions@pensions.com
Subject: *PRE-IDENTIFIED USER SUPPORT REQUEST*

Reply e-mail address: testfund@fincorp.com
Forename: ABC
Surname: XYZ
NI Number: ZZ123123Z
DOB: 01 January 1400
Home Postcode: AA12 123
Employer: Test Pensions
Subject: Pension transfer 
Content: If I wanted a guaranteed transfer value, how long would it take, how long would it be valid for and what is the cost after the initial free quote? 
       Thanks, Test Pensions 


"""
Transfers,"""*PRE-IDENTIFIED USER SUPPORT REQUEST*""","""
-----Original Message-----
From: test.pensions@pensions.com
Sent: 09 November 2020 13:39
To: test.pensions@pensions.com
Subject: *PRE-IDENTIFIED USER SUPPORT REQUEST*

Reply e-mail address: testfund@fincorp.com 
Forename: ABC
Surname: XYZ
NI Number: ZZ123123Z
DOB: 01 January 1400
Home Postcode: AA12 123
Employer: Test Pensions
Subject: Transfer value
Content: Good afternoon,
I am unable to see my transfer value on the website.
I phoned over a month ago and was told that this would be looked into, and that I would also receive my transfer value by post.
I have not received this yet.
Please look into this matter for me.
Thanks
Test Pensions


"""
Transfers,"""RE: TEST Pension Fund - our ref: TST12345678 ""","""
From: test.ifa@fincorp.com
Sent: 09 November 2020 09:51
To: test.pensions@pensions.com
Subject: RE: TEST Pension Fund - our ref: TST12345678

Good morning,

Thank you for your email.

Please find attached the client’s letter of authority with the requested information, the document is password protected, password to follow in separate email.

If you have any queries please don’t hesitate to contact us.

Many thanks
TEST IFA

From: test.pensions@pensions.com
Sent: 02 November 2020 10:03
To: test.ifa@fincorp.com
Subject: Ford Pension Fund

Dear TEST IFA

TEST Pension Fund

Thank you for your email regarding the TEST Pension Fund.


To enable us to answer your enquiry, please could you provide the member's full address, date of birth and National Insurance number for data verification purposes?

If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com

Yours sincerely

TETS PENSIONS

From: test.ifa@fincorp.com
Sent: 23 October 2020 16:11
To: test.pensions@pensions.com
Subject: TST12345678//0123456789

Good afternoon,
Please can you provide an update on our mutual clients pension transfer.
Many thanks,

TEST IFA

"""
Transfers,"""Request for Pension Details – ABC  - Ref: TST12345678""","""
From: test.pensions@pensions.com
Sent: 09 November 2020 09:36
To: testfund@fincorp.com
Subject: Request for Pension Details – ABC  - Ref: TST12345678



Hi Team,

Please see below query and reply accordingly.

Thank You

Test Pensions

From: test.ifa@fincorp.com
Sent: 06 November 2020 16:15
To: test.pensions@pensions.com
Subject: Request for Pension Details – ABC  - Ref: TST12345678

To whom this may concern,

Please find attached a Letter of Authority for client ABC in relation to their policies/plans held with you.

I have attached a standard schedule setting out the information we require in connection with any policies held by the client with yourselves along with a full information questionnaire if you so wish to use.

If you could please fully answer all questions and return the schedule by email or post as soon as possible it would be very much appreciated.
If there are any additional features of the scheme that are relevant to any decision that might be made by our client to exercise any options under the scheme, which are not covered in this schedule, please ensure that the relevant information is provided.

We would like to draw your attention to the fact that, where the member is entitled to draw immediate retirement benefits, we have asked you to provide a quotation for this in addition to the transfer data.

Please also provide all relevant discharge, transfer and Open Market Option documents for any options involving immediate retirement or transfer.

If you anticipate that there will be a significant delay in providing all or any of the information requested, please contact us immediately to indicate when the details will be supplied.

Kind Regards

DEF

"""
Transfers,"""Test Pension Fund - our ref: TST12345678""","""
From: test.ifa@fincorp.com
Sent: 09 November 2020 09:52
To: test.pensions@pensions.com
Subject: RE: Test Pension Fund - our ref: TST12345678

Password is xxxxxx

From: test.ifa@fincorp.com
Sent: 09 November 2020 09:51
To: test.pensions@pensions.com
Subject: RE: Test Pension Fund - our ref: TST12345678

Good morning,

Thank you for your email.

Please find attached the client’s letter of authority with the requested information, the document is password protected, password to follow in separate email.

If you have any queries please don’t hesitate to contact us.

Many thanks
Test IFA

From: test.pensions@pensions.com
Sent: 02 November 2020 10:03
To: test.ifa@fincorp.com
Subject: Test Pension Fund


Dear Test IFA

Test Pension Fund

Thank you for your email regarding the Ford Pension Fund.


To enable us to answer your enquiry, please could you provide the member's full address, date of birth and National Insurance number for data verification purposes?

If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com

Yours sincerely

Test Pensions

From: test.ifa@fincorp.com
Sent: 23 October 2020 16:11
To: test.pensions@pensions.com
Subject: TST12345678/ZZ123123Z

Good afternoon,
Please can you provide an update on our mutual clients pension transfer.
Many thanks,

Test IFA



"""
Transfers,"""Test Pension Fund""","""
From: abc.xyz@testmail.com
Sent: 16 November 2020 18:38
To: test.pensions@pensions.com
Subject: RE: Test Pension Fund

Hi,

Thanks for the response, my details are as follows;

Address: 10 Test Road, Test Street, AA12 123

DOB: 01/01/1400

NI No: ZZ123123Z

Kind Regards

ABC


-------- Original message --------
From: test.pensions@pensions.com
Date: 16/11/2020 11:19 (GMT+00:00)
To: abc.xyz@testmail.com
Subject: Test Pension Fund
Dear ABC
Test Pension Fund
Thank you for your email regarding the Test Pension Fund. Please accept our sincerest apologies for the delay in responding to you.
To enable us to answer your enquiry, please could you provide your full address, date of birth and National Insurance number for data verification purposes?
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com
Yours sincerely
Test Pensions
From: abc.xyz@testmail.com
Sent: 09 November 2020 17:55
To: test.pensions@pensions.com
Subject: Transfer Value
Hi,
I am trying to obtain the Transfer Value of my pension and am unable to obtain one online. Please can you advise as I have recently been made redundant from Test Motor Company and require one to assess my pension options going forward.
Kind Regards,
ABC


"""
Transfers,"""TEST Pension Plan  - ABC""","""
From: abc.xyz@testmail.com
Sent: 09 November 2020 14:36
To: test.pensions@pensions.com
Subject: RE: TEST Pension Plan  - ABC

Hi - we have the attached info - this is the last statement he has received - he has moved house a few times!

Hope this helps?!

ABC


From: test.pensions@pensions.com
Sent: 09 November 2020 14:01
To: abc.xyz@testmail.com
Subject: TEST Pension Plan  - ABC

Dear ABC

Test Pension Plan

Thank you for your email regarding the TEST Pension Plan.

Unfortunately, I can confirm we are unable to locate a record of benefits using the details you have provided.

Could you please confirm the name of the scheme the member is part of? In addition could you please supply any additional reference numbers or the name of anyone you have received correspondence from within TEST in the past?

If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com

Yours sincerely

TEST


From: test.ifa@fincorp.com<mailto:test.ifa@fincorp.com>
Sent: 05 November 2020 19:28
To: test.pensions@pensions.com
Subject: TEST Pension Plan  - ABC

Hi - please find attached a signed letter of authority from our mutual client. We would appreciate it if you could please provide us with the following information (please let us know of you need the original authority sent in the post):

His previous address was ****.

When providing the cash equivalent transfer value and details of the deferred pension entitlement in respect of the scheme, we would be grateful if you could ensure that the following information in respect of the entitlement is included in your response:

General


  1.  A copy of the scheme booklet in relation to their membership of the scheme
  2.  A copy of the latest summary funding statement in respect of the scheme
  3.  Confirmation as to whether the CETV provided reflects any underfunded position that the scheme has at present
  4.  Confirmation as to whether a partial transfer option is available to the member, and if so details of how that option can be applied

Specific


  1.  The scheme normal retirement age
  2.  The earliest age at which the member can become entitled to unreduced benefits
  3.  The earliest age at which benefits can be taken and any accrual reduction to the benefits that will be applied in such circumstances
  4.  The breakdown of the deferred pension entitlement at the date of leaving service, between any GMP entitlement (Pre- and Post-1988), Pre 06.04.1997 excess, and post 05.04.1997 entitlement
  5.  The rates of revaluation of the pension in deferment, including, for any GMP entitlement where revaluation is on a Limited Revaluation basis, the amount of the LRP and whether that is included in, or is additional to the CETV you provide
  6.  The rates of escalation of the pension in payment and the measure of inflation (RPI or CPI) that is used within any increase measure
  7.  Confirmation as to whether the member has any Pre-A day protected tax-free cash entitlement within the deferred pension entitlement
  8.  Confirmation of whether any tax-free cash entitlement is by commutation and is provided under Post-A day maximum rules. If not, please specify the amount/formula used in calculating the maximum tax-free cash available to the member
  9.  Details of the cash commutation factors applicable at the scheme normal retirement age
  10. Details of any spouse/civil partner death pre-retirement and post-retirement pensions that may be payable
  11. Details of any guaranteed period of payment for the members pension – if death occurs in the guaranteed period is any lump sum payable?
  12. Details of any lump sum payable in the event of the members death pre-retirement, including details of any member contributions that may be included in such a payment and the current rate of interest, if any, that would be added to those contributions
  13. For post 05.04.1997 benefits confirmation that the scheme is contracted out on a reference scheme basis, or if not, the split of the post 05.04.1997 transfer value between protected and non-protected rights
  14. Details of any option available to the member to defer taking benefits beyond the scheme normal retirement age and any revaluation factors that will apply to the pension entitlement post the scheme normal retirement age

Many thanks,
Test IFA


"""
Transfers,"""TEST Pension Plan - ABC (ZZ123123Z)""","""
From: test.ifa@fincorp.com
Sent: 09 November 2020 18:57
To: test.pensions@pensions.com
Subject: RE: TEST Pension Plan - ABC (ZZ123123Z)

Good Evening

Following my recent email and as we have not heard from you, please may I ask you to provide a Guaranteed Transfer Value pack for Mr ABC as a matter of urgency?

I look forward to hearing from you.

Kind regards

TEST IFA

From: test.ifa@fincorp.com<mailto:test.ifa@fincorp.com>
Sent: 21 October 2020 11:21
To: test.pensions@pensions.com
Subject: RE: TEST Pension Plan - ABC (ZZ123123Z)
Importance: High

Good Morning

I have checked with our client and the request to opt out has definitely been requested.

As such, please may I ask you to check your records again and forward the Guaranteed Transfer Value pack for Mr ABC as soon as possible.

I look forward to hearing from you.

Kind reagrds

TEST IFA

From: test.pensions@pensions.com
Sent: 19 October 2020 16:44
To: test.ifa@fincorp.com
Subject: TEST Pension Plan - ABC (ZZ123123Z)

Dear TEST IFA

TEST Pension Plan

Thank you for your email regarding the TEST Pension Plan.

I have checked our records and can confirm that we have not received the opt out notification from employer.

If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com

Yours sincerely

TEST PENSIONS


From: test.ifa@fincorp.com
Sent: 15 October 2020 14:30
To: test.pensions@pensions.com
Subject: TEST Pension Plan - ABC (ZZ123123Z)
Importance: High

Good Morning

Please may I ask you to forward a Guaranteed Transfer Value pack for Mr ABC as soon as possible now that he has opted out of the scheme.

I look forward to hearing from you.

Kind regards

TEST IFA

"""
Transfers,"""TEST Pension Plan - ABC""","""
From: test.ifa@fincorp.com
Sent: 12 November 2020 08:06
To: test.pensions@pensions.com
Subject: TEST Pension Plan - ABC

Good morning,

We are yet to receive this, due to the time critical nature of these quotes, would it be possible to email me a copy? If this is not possible, please post this again.

Many thanks,

Test IFA

From: test.pensions@pensions.com
Sent: 12 November 2020 07:45
To: test.ifa@fincorp.com
Subject: TEST Pension Plan - ABC

Dear Test IFA

TEST Pension Plan
Thank you for your email regarding the TEST Pension Plan.

A guaranteed transfer value statement was issued to your team on 06th November 2020 via post.

If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com

Yours sincerely

TEST Pension

From: test.ifa@fincorp.com
Sent: 10 November 2020 13:45
To: test.pensions@pensions.com
Subject: TEST Pension Plan - ABC
Importance: High

Good afternoon,

I would be grateful if you would confirm the above member has now left the scheme and when we can expect to received the guaranteed transfer value requested. Please post this to our below address or indeed send through by reply email if possible.

Kind regards,

TEST IFA

From: test.ifa@fincorp.com
Sent: 22 July 2020 12:54
To: test.pensions@pensions.com
Subject: TEST Pension Plan - ABC

Hello,

I have not received a response, please could I have this urgently.

Thank you.

TEST IFA

From: test.ifa@fincorp.com
Sent: 07 July 2020 14:44
To: test.pensions@pensions.com
Subject: TEST Pension Plan - ABC
Hello,

Please could I have an update on my request dated 30/06/2020?

Kind regards,

TEST IFA

From: test.ifa@fincorp.com
Sent: 30 June 2020 09:59
To: test.pensions@pensions.com
Subject: TEST Pension Plan - ABC

Good morning,

I refer to our above client and attached letter of authority and would like to request a benefits statement from the age of 56:


  1.  max tax free cash being taken and a reduced pension and 2) maximum pension with no tax free cash for our above client.

Many thanks,

TEST IFA

"""
Transfers,"""TEST Pension Plan - ABCD : TST12345678""","""
From: testfund@fincorp.com
Sent: 09 November 2020 13:03
To: test.pensions@pensions.com
Subject: RE: TEST Pension Plan - ABCD : TST12345678

Hi,

Request you to please confirm when the amount was expected to receive and in which bank account number transfer has been made.


Regards,

TEST FUND

From: test.pensions@pensions.com
Sent: Monday, November 9, 2020 3:35 PM
To: testfund@fincorp.com
Subject: TEST Pension Plan - ABCD : TST12345678
Importance: High

Hi

Can you please check and advise if a payment of £915.00 has been received from the above member?

Kind Regards


TEST PENSIONS

"""
Transfers,"""Test Pension Plan - Mr ABC""","""
From: testfund@fincorp.com
Sent: 17 November 2020 13:09
To: test.pensions@pensions.com
Subject: Re: Test Pension Plan - Mr ABC


Good Afternoon,

Re: Test Pension Plan - Mr ABC

Please could you confirm if there is any update to our query of 02/ 11/2020?

If you have any queries please do not hesitate to contact us.

Kind Regards
Test Pensions.
On 03/11/2020 3:22 pm, test.scheme@pensions.com wrote:

FYI

-------- Forwarded Message --------
Subject:

Test Pension Plan - Mr ABC

Date:

Tue, 3 Nov 2020 14:26:51 +0000

From:

test.pensions@pensions.com

To:

testfund@fincorp.com


Dear Test Fund
Test Pension Plan
Thank you for your email regarding the Test Pension Plan.
I can confirm I have forwarded your email to our administration department to process as requested and they will be in contact shortly.
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com
Yours sincerely
Test Pensions
From: testfund@fincorp.com
Sent: 02 November 2020 18:09
To: test.pensions@pensions.com
Subject: Test Pension Plan - Mr ABC
Good Morning,

Re: Test Pension Plan - Mr ABC

Please could you let us know if there is any update on the below?

If you have any queries please do not hesitate to contact us

Kind Regards
Test Pensions.


-------- Forwarded Message --------
Subject:

Test Pension Plan - Mr ABC

Date:

Wed, 14 Oct 2020 11:31:03 +0100

From:

testfund@fincorp.com

To:

test.pensions@pensions.com


Good Morning,

Re: Test Pension Plan - Mr ABC

Please find copies of documents previously sent to you that show the clients date of birth, National Insurance Number and address.

The documents are password protected in our normal way -if you need to check this please call us on +91 012345678.

If you have any queries please do not hesitate to contact us,

Kind Regards
Test Pensions.
On 13/10/2020 5:08 pm test.pensions@pensions.com wrote:
Dear Test Pensions
Test Pension Plan
Thank you for your email regarding the Test Pension Plan.

To enable us to answer your enquiry, please could you provide the member's full address, date of birth and National Insurance number for data verification purposes?
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com.
Yours sincerely
Test Pensions
From: testfund@fincorp.com
Sent: 12 October 2020 12:08
To: test.pensions@pensions.com
Subject: Test Pension Plan - Mr ABC

Good Morning

Re: Test Pension Plan - Mr ABC

Is there any update on the below?

thanks

Test Pensions.

-------- Forwarded Message ------
Subject:

Test Pension Plan - Mr ABC

Date:

Fri, 9 Oct 2020 09:40:49 +0100

From:

testfund@fincorp.com

To:

test.pensions@pensions.com


Good Morning,

Re: Test Pension Plan - Mr ABC

Test Reference: TST12345678

Following on from our below emails, please kindly confirm receipt of the transfer documents and please confirm if the transfer value has been upheld or not.

If you have any queries please do not hesitate to contact us.

Kind Regards
Test Pensions.


-------- Forwarded Message --------
Subject:

Test Pension Plan - Mr ABC

Date:

Thu, 17 Sep 2020 10:32:27 +0100

From:

test.ifa@fincorp.com<mailto:test.ifa@fincorp.com>

Reply-To:

test.pensions@pensions.com


Good afternoon,

Following on from my below email, please kindly confirm receipt of the transfer documents.

Kind regards,

Test IFA

On 14/09/2020 3:46 pm, test.ifa@fincorp.com<mailto:test.ifa@fincorp.com> wrote:

Good afternoon,

I am writing to submit the attached transfer request for the above client's policy from Test to Test. The client's policy number is TST12345678 and the guarantee date for the transfer is 01/01/1400

The documents have also been sent via post on the 11th of September. Please kindly confirm receipt of these documents and request the password for the document on +91 012345678.

Kind regards,

Test IFA


"""
Transfers,"""TEST Pension Plan - Mr ABCD""","""
From: abc.xyz@testmail.com
Sent: 09 November 2020 09:17
To: test.pensions@pensions.com
Subject: TEST Pension Plan - Mr ABCD

URGENT CETV 30/11/2020
To whom it may concern,
I have received the CETV documentation as requested but only the Overseas transfer out paperwork. Can you please provide me with the transfer documentation, via e mail as soon as you can to allow me to transfer out of the TEST scheme. I would also respectfully request an extension due to this error as the CETV is 30/11/2020
Kindest regards, ABCD
________________________________
From: test.pensions@pensions.com
Sent: Thursday, September 10, 2020 9:16:24 PM
To: abc.xyz@testmail.com
Subject: TEST Pension Plan - Mr ABCD

Thank you for your email.

Please note that unfortunately, you are unable to take 25% lump sum payment now. You can only take the lump sum option should you decide to retire from the Plan, with the remaining benefits paid as a pension.

You may, if you wish, transfer the full benefits to an approved pension provider, that will allow you to take part of the benefits now, however,you will need to speak to a Financial Adviser if you wish to investigate this option.

Kind Regards

TEST Pension Administration Team



From: abc.xyz@testmail.com
Sent: 26 August 2020 12:39
To: test.Admin@pensions.com
Subject: Re: TEST Pension Plan - Mr ABCD



Thankyou for your email. Am I allowed to take a 25% lump sum payment? And yes, I would like to investigate transferring the pension. Your advice would be greatly appreciated

________________________________

From: test.Admin@pensions.com
Sent: Wednesday, August 26, 2020 8:54:11 PM
To: abc.xyz@testmail.com
Subject: TEST Pension Plan - Mr ABCD

Dear Mr Foster

Please find attached the information as requested.

Please note that this has been encrypted with your National Insurance Number in the format AB123456C.

Kind Regards

TEST Pensions Administration Team


"""
Transfers,"""TEST Pension Plan - Mr XYZ ""","""
From: test.ifa@fincorp.com
Sent: 11 November 2020 11:30
To: test.pensions@pensions.com
Subject: TEST Pension Plan - Mr XYZ

Mr XYZ
10 Test Road,
Test Street,
AA12 123

ZZ123123Z

Thanks

TEST IFA

From: test.pensions@pensions.com
Sent: 11 November 2020 06:27
To: test.ifa@fincorp.com
Subject: TEST Pension Plan - Mr XYZ

Dear TEST IFA

TEST Pension Plan

Thank you for your email regarding the TEST Pension Plan.

To enable us to answer your enquiry, please could you provide member’s full address, date of birth and National Insurance number for data verification purposes?
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 9.00 am and 5.00 pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com<mailto:test.pensions@pensions.com>

Yours sincerely

TEST PENSIONS

From: test.ifa@fincorp.com
Sent: 06 November 2020 11:59
To: test.pensions@pensions.com
Subject: TEST Pension Plan - Mr XYZ

Good afternoon,

I am emailing in regards to the above member, we have recently submitted a paper based transfer for the below policy number:

- TST12345678

Would it be possible to confirm receipt of our request and confirm whether anything further is required to proceed?

TEST IFA
"""
Transfers,"""Test Pension Plan - TST12345678 ABC""","""
From: test.ifa@fincorp.com
Sent: 12 November 2020 07:59
To: test.pensions@pensions.com
Subject: Test Pension Plan - TST12345678 ABC

Thanks you. However Mr ABC has left employment through Voluntary redundancy and I need the guaranteed CETV please

From: test.pensions@pensions.com
Sent: 11 November 2020 14:42
To: test.ifa@fincorp.com
Subject: Test Pension Plan - TST12345678 ABC

Dear Test IFA

Thank you for your email regarding the Test Pension Plan.

Please find attached information regarding Mr ABC. This has been encrypted with the member’s National Insurance Number in the format ZZ123123Z.

Kind Regards,

Test Pensions


"""
Transfers,"""TEST Pension Scheme  - Mr ABC XYZ""","""
From: test.ifa@fincorp.com
Sent: 09 November 2020 10:13
To: test.pensions@pensions.com
Subject: RE: TEST Pension Scheme  - Mr ABC XYZ

Clients details;
Name - ABC XYZ
Address – 10 Test Road, Test Street, AA12 123
DOB – 01 January 1400
NINO – ZZ123123Z
Our Reference – TST12345678

Good Morning
Please see the below email from my colleague, this states the directions needed to obtain a HMRC portal print out dated within the last three months.
Please can you advise us of a timescale in which we are likely to receive this outstanding paperwork. We are unable to match the monies for the client until we have received this from yourself.
Kind Regards
Test IFA

From: test.pensions@pensions.com
Sent: 29 October 2020 07:46
To: test.TRANSFERS@pensions.com
Subject: TEST Pension Scheme  - Mr ABC XYZ

Dear Test Transfers

TEST Pension Scheme

Thank you for your email regarding the TEST Pension Scheme.

I can confirm I have forwarded your email to our administration department and they will be in contact shortly if any further information is required.
If you have any further queries, please do not hesitate to contact the Customer Support Centre between 8.30am and 5.30pm, Monday to Friday on our helpline +91 012345678. Alternatively, please e-mail us at test.pensions@pensions.com

Yours sincerely

Test Pensions



From: test.TRANSFERS@pensions.com
Sent: 27 October 2020 14:44
To: test.pensions@pensions.com
Subject: RE: TEST Pension Scheme  - Mr ABC XYZ
Importance: High

Clients details;
Name - *****
Address – *****
DOB – *****
NINO – *****
Our Reference – TST12345678

Good morning,



Thank you for your letter dated 22 October with the attached confirmation of the date the pension scheme started. However, this is not the information we require. I can confirm how you can obtain this. Please go to the website:



https://www.rrrrrrrrrrrrrrr



Within this you can navigate to get the PSTR for the scheme that you are the administrator for. When in the HMRC portal and on the screen which displays the PSTR number but not the date - rather than click the green print text on the screen - click file and print and convert to Adobe pdf. This will produce a two page document with both the date and PSTR number that satisfies the requirements.



Kind regards,



Test Transfers

From: test.pensions@pensions.com
Sent: 17 October 2020 08:23
To: test.TRANSFERS@pensions.com
Subject: TEST Pension Scheme  - Mr ABC XYZ

Dear Team
TEST Pension Scheme
Thank you for your email regarding the TEST Pension Scheme.
I can confirm I have forwarded your email to our administration department to process as requested and they will be in contact shortly.
If you have any further queries, please do not hesitate to contact the Customer Support Centre between 8.30am and 5.30pm, Monday to Friday on our helpline +91 012345678. Alternatively, please e-mail us at test.pensions@pensions.com
Yours sincerely
Test Pensions
From: test.TRANSFERS@pensions.com
Sent: 14 October 2020 18:53
To: test.pensions@pensions.com
Subject: RE: TEST Pension Scheme  - Mr ABC XYZ

Good afternoon

Clients details;
Name ****
Address – ****
DOB – ****
NINO – ****

Kind regards
Test Transfers

From: test.pensions@pensions.com
Sent: 14 October 2020 08:31
To: test.TRANSFERS@pensions.com
Subject: TEST Pension Scheme  - Mr ABC XYZ

Dear Team
TEST Pension Scheme
Thank you for your email regarding the TEST Pension Scheme.
To enable us to answer your enquiry, please could you provide the member's full address, date of birth and National Insurance number for data verification purposes.
If you have any further queries, please do not hesitate to contact the Customer Support Centre between 8.30am and 5.30pm, Monday to Friday on our helpline +91 012345678. Alternatively, please e-mail us at test.pensions@pensions.com
Yours sincerely
TEST PENSIONS

From: test.TRANSFERS@pensions.com
Sent: 12 October 2020 11:33
To: test.pensions@pensions.com
Subject: TEST Pension Scheme  - Mr ABC XYZ

Thank you for sending us the payment in relations to the pension transfer for the above client.

As mentioned in our acceptance letter dated 28 September 2020, please can you provide us with your HMRC portal screen print date within the last 3 months.

Kind regards
Transfers Team
"""
